gender,international,gpa,major,race,gmat,Work_exp,Work_industry,Age,Recomendation letter,Personal interview Score,Income,Marital status,Admission
Male,TRUE,3.28,Humanities,International,750,3,Nonprofit/Gov,27,Excellent,1,"$74,627.00 ",married,Deny
Female,FALSE,3.47,STEM,Black,730,4,Technology,33,Excellent,5,"$122,412.00 ",married,Deny
Male,TRUE,3.27,Humanities,International,640,4,Investment Banking,35,Excellent,4,"$166,431.00 ",married,Deny
Male,FALSE,3.33,STEM,Black,670,3,Technology,31,Good,4,"$142,249.00 ",married,Deny
Female,FALSE,3.28,Humanities,Black,650,5,PE/VC,28,Good,5,"$454,574.00 ",married,Deny
Male,TRUE,3.32,Humanities,International,750,4,Consulting,36,Excellent,5,"$108,815.00 ",married,Deny
Male,FALSE,3.1,Business,Black,620,6,Consulting,27,Excellent,3,"$115,125.00 ",Unmarried,Deny
Male,FALSE,3.21,Business,White,630,6,Investment Management,35,Good,5,"$141,642.00 ",married,Deny
Male,FALSE,3.12,Humanities,Hispanic,620,4,PE/VC,30,Good,5,"$876,808.00 ",Unmarried,Deny
Male,TRUE,3.05,Humanities,International,600,5,Technology,34,Good,5,"$139,879.00 ",married,Deny
Male,FALSE,3.31,Humanities,White,620,5,Nonprofit/Gov,35,Good,5,"$71,966.00 ",married,Deny
Male,FALSE,3.28,STEM,White,600,5,Consulting,29,Good,2,"$90,236.00 ",married,Deny
Male,FALSE,2.95,Humanities,Hispanic,600,5,Nonprofit/Gov,28,Excellent,3,"$86,197.00 ",married,Deny
Female,FALSE,3.19,STEM,Hispanic,690,4,PE/VC,37,Regular,1,"$512,491.00 ",married,Deny
Female,TRUE,3.34,Humanities,International,670,5,Nonprofit/Gov,30,Excellent,5,"$84,276.00 ",married,Admit
Female,TRUE,3.34,Business,International,620,4,Consulting,27,Excellent,4,"$124,330.00 ",Unmarried,Admit
Male,FALSE,3.43,Humanities,Other,680,5,Other,32,Good,3,"$51,240.00 ",Unmarried,Deny
Female,FALSE,3.23,Humanities,Other,670,6,Investment Banking,34,Good,5,"$173,570.00 ",Unmarried,Admit
Male,FALSE,3.31,STEM,Asian,650,4,Investment Banking,29,Good,3,"$186,165.00 ",married,Deny
Male,TRUE,3.3,STEM,International,650,5,Technology,37,Good,5,"$126,474.00 ",married,Deny
Female,FALSE,3.05,Humanities,Asian,630,5,Consulting,36,Excellent,5,"$113,686.00 ",married,Admit
Male,FALSE,3.52,Humanities,White,770,3,Investment Banking,28,Excellent,3,"$171,949.00 ",married,Deny
Female,FALSE,3.15,Business,Black,570,5,Financial Services,29,Excellent,5,"$116,853.00 ",married,Deny
Female,FALSE,3.11,Business,Black,660,6,Technology,29,Good,3,"$144,594.00 ",Unmarried,Deny
Male,FALSE,3.05,Business,Asian,610,5,PE/VC,33,Excellent,4,"$749,096.00 ",married,Deny
Male,TRUE,3.04,Business,International,570,5,PE/VC,32,Good,5,"$666,302.00 ",married,Deny
Male,FALSE,3.3,Business,White,650,6,Technology,28,Good,3,"$124,040.00 ",married,Deny
Male,FALSE,3.58,Business,White,740,4,Investment Banking,37,Good,1,"$159,116.00 ",married,Admit
Female,FALSE,2.97,Humanities,Asian,590,4,Nonprofit/Gov,26,Good,2,"$63,815.00 ",married,Admit
Male,FALSE,3.29,STEM,Black,630,5,PE/VC,28,Regular,1,"$753,689.00 ",married,Deny
Female,FALSE,3.49,Business,Asian,780,6,PE/VC,34,Excellent,4,"$639,011.00 ",married,Admit
Female,TRUE,3.33,STEM,International,640,7,Consulting,30,Good,5,"$130,795.00 ",Unmarried,Admit
Male,FALSE,3.14,Business,Hispanic,580,2,PE/VC,30,Excellent,3,"$112,835.00 ",Unmarried,Deny
Male,FALSE,3.42,STEM,Asian,750,3,Media/Entertainment,29,Excellent,3,"$87,553.00 ",Unmarried,Admit
Male,TRUE,3.18,STEM,International,600,4,Technology,37,Good,5,"$135,577.00 ",Unmarried,Deny
Male,FALSE,2.98,Business,Asian,630,7,Nonprofit/Gov,35,Good,1,"$70,507.00 ",married,Deny
Female,TRUE,2.99,Humanities,International,630,6,Nonprofit/Gov,32,Good,5,"$71,021.00 ",Unmarried,Admit
Male,FALSE,3.1,Business,White,600,7,Nonprofit/Gov,30,Excellent,2,"$59,586.00 ",married,Deny
Female,FALSE,3.35,Business,Asian,670,5,Technology,33,Excellent,3,"$124,703.00 ",married,Admit
Male,FALSE,2.95,Humanities,Asian,570,4,Consulting,26,Good,4,"$112,951.00 ",married,Deny
Male,FALSE,3.16,Business,Asian,580,5,Consulting,34,Excellent,1,"$134,243.00 ",married,Deny
Female,TRUE,3.34,Humanities,International,570,5,Consulting,29,Excellent,3,"$190,172.00 ",Unmarried,Admit
Male,FALSE,3.14,Business,Black,660,5,Financial Services,26,Good,5,"$129,363.00 ",married,Deny
Male,FALSE,3.1,STEM,Asian,630,4,PE/VC,37,Good,4,"$767,135.00 ",married,Deny
Male,FALSE,3.21,Humanities,White,660,3,Nonprofit/Gov,27,Good,3,"$58,790.00 ",Unmarried,Deny
Male,FALSE,3.37,Business,Hispanic,690,5,Nonprofit/Gov,36,Excellent,5,"$69,811.00 ",married,Deny
Male,FALSE,3.36,Business,Asian,720,4,Technology,34,Good,2,"$125,506.00 ",Unmarried,Admit
Male,FALSE,3.2,Humanities,Hispanic,650,6,Technology,35,Good,1,"$147,088.00 ",married,Deny
Female,FALSE,3.15,Business,Black,620,6,Consulting,34,Excellent,2,"$161,198.00 ",Unmarried,Deny
Male,FALSE,3.53,STEM,Asian,660,5,Investment Banking,32,Excellent,4,"$191,372.00 ",Unmarried,Admit
Female,FALSE,3.24,Humanities,Hispanic,660,6,Consulting,31,Excellent,4,"$117,288.00 ",married,Deny
Female,FALSE,3.25,Humanities,Asian,710,6,Technology,35,Excellent,2,"$129,150.00 ",married,Admit
Female,FALSE,3.34,Humanities,Asian,760,4,PE/VC,35,Excellent,5,"$429,878.00 ",married,Admit
Male,FALSE,3.16,STEM,Asian,650,5,Health Care,26,Good,5,"$79,295.00 ",married,Deny
Male,FALSE,3.4,STEM,White,630,5,Investment Banking,36,Excellent,4,"$151,688.00 ",married,Deny
Male,FALSE,3.49,Business,Other,700,5,Investment Management,28,Good,4,"$193,278.00 ",Unmarried,Admit
Male,FALSE,3.17,Humanities,Hispanic,670,2,Investment Banking,30,Good,4,"$167,580.00 ",Unmarried,Deny
Male,FALSE,3.3,Business,White,650,4,PE/VC,30,Good,5,"$547,812.00 ",married,Deny
Female,FALSE,3.25,Humanities,Asian,580,5,Consulting,34,Excellent,5,"$83,035.00 ",Unmarried,Admit
Male,FALSE,3.33,Business,White,580,5,Consulting,33,Good,4,"$215,517.00 ",married,Deny
Female,FALSE,3.29,Humanities,Asian,700,4,Investment Management,31,Good,4,"$91,836.00 ",Unmarried,Admit
Male,FALSE,3.32,Humanities,White,700,6,PE/VC,30,Good,1,"$762,102.00 ",married,Deny
Female,TRUE,3.33,STEM,International,680,4,Health Care,35,Excellent,3,"$100,400.00 ",married,Admit
Female,FALSE,3.32,Humanities,White,630,5,Consulting,35,Excellent,1,"$140,728.00 ",married,Admit
Male,FALSE,3.03,Humanities,Asian,590,4,Consulting,37,Excellent,3,"$93,733.00 ",Unmarried,Deny
Male,FALSE,3.44,Business,Black,650,6,Investment Banking,35,Excellent,5,"$169,579.00 ",married,Deny
Female,TRUE,3.24,STEM,International,610,5,Other,35,Good,4,"$67,497.00 ",Unmarried,Admit
Female,FALSE,3.36,Humanities,Black,650,6,Technology,32,Good,3,"$148,827.00 ",Unmarried,Deny
Female,TRUE,3.14,Humanities,International,580,5,Nonprofit/Gov,35,Good,3,"$61,752.00 ",Unmarried,Admit
Male,FALSE,3.2,STEM,Asian,710,4,Other,28,Excellent,4,"$88,337.00 ",married,Deny
Male,FALSE,3.1,Humanities,Hispanic,570,5,Health Care,27,Good,3,"$70,974.00 ",married,Deny
Male,FALSE,3.37,Humanities,White,660,4,Consulting,25,Excellent,5,"$215,941.00 ",married,Deny
Male,TRUE,3.31,Humanities,International,610,6,Technology,27,Excellent,4,"$143,216.00 ",married,Deny
Male,FALSE,3.34,STEM,White,750,6,Other,35,Good,2,"$78,560.00 ",married,Deny
Male,FALSE,3.38,Business,Asian,570,4,Other,30,Excellent,5,"$72,118.00 ",married,Deny
Female,FALSE,3.32,Humanities,Hispanic,600,5,Financial Services,37,Excellent,4,"$135,689.00 ",Unmarried,Deny
Male,TRUE,3.33,Business,International,670,5,Consulting,28,Excellent,5,"$138,699.00 ",married,Admit
Male,FALSE,3.23,STEM,White,600,5,Other,32,Excellent,1,"$68,468.00 ",married,Deny
Male,TRUE,3.06,STEM,International,630,5,Financial Services,34,Good,3,"$95,292.00 ",married,Deny
Male,TRUE,3.01,Business,International,570,7,Real Estate,33,Good,4,"$166,648.00 ",married,Deny
Female,FALSE,3.21,Humanities,White,700,6,PE/VC,34,Good,5,"$680,027.00 ",married,Admit
Male,FALSE,3.5,Humanities,Asian,670,5,Nonprofit/Gov,31,Good,4,"$54,940.00 ",married,Deny
Female,TRUE,3.29,Humanities,International,690,4,Financial Services,26,Good,5,"$126,221.00 ",married,Admit
Male,TRUE,3.2,Business,International,650,5,Consulting,26,Good,1,"$150,111.00 ",married,Deny
Male,TRUE,3.11,Humanities,International,600,5,Consulting,35,Excellent,4,"$123,759.00 ",married,Deny
Female,FALSE,3.1,Business,Other,620,6,Real Estate,31,Excellent,3,"$199,788.00 ",Unmarried,Admit
Male,FALSE,3.39,Business,White,730,6,Investment Banking,28,Good,2,"$158,451.00 ",married,Deny
Male,TRUE,3.28,Business,International,660,4,Technology,33,Good,3,"$148,690.00 ",married,Deny
Female,FALSE,3.18,STEM,White,590,6,Nonprofit/Gov,33,Good,5,"$56,484.00 ",married,Admit
Female,FALSE,2.96,Humanities,White,580,7,Financial Services,36,Excellent,4,"$111,210.00 ",Unmarried,Admit
Male,TRUE,3.58,STEM,International,710,5,Investment Banking,27,Good,1,"$172,550.00 ",married,Admit
Female,FALSE,3.35,STEM,White,700,5,Technology,30,Good,3,"$148,507.00 ",married,Admit
Male,FALSE,3.16,STEM,Black,650,5,Technology,32,Excellent,1,"$142,378.00 ",Unmarried,Deny
Male,FALSE,3.1,STEM,White,620,4,Other,28,Excellent,2,"$89,597.00 ",married,Deny
Male,FALSE,3.17,STEM,Hispanic,700,5,Consulting,34,Excellent,3,"$77,486.00 ",married,Deny
Male,FALSE,3.2,Business,Asian,690,5,Consulting,29,Good,3,"$122,455.00 ",married,Deny
Female,TRUE,3.09,Humanities,International,660,6,Financial Services,30,Excellent,3,"$116,333.00 ",married,Admit
Female,FALSE,3.47,Humanities,White,760,4,Technology,32,Regular,3,"$133,473.00 ",Unmarried,Admit
Male,FALSE,3.24,STEM,White,630,6,Consulting,34,Excellent,3,"$139,697.00 ",Unmarried,Deny
Male,FALSE,3.28,STEM,Black,720,5,PE/VC,33,Good,5,"$429,952.00 ",married,Admit
Male,FALSE,3.37,STEM,White,690,5,Consulting,37,Good,4,"$180,752.00 ",married,Admit
Female,TRUE,3.31,Humanities,International,630,6,Nonprofit/Gov,30,Excellent,4,"$68,826.00 ",Unmarried,Admit
Female,TRUE,3.03,Humanities,International,660,5,Consulting,28,Excellent,5,"$126,746.00 ",Unmarried,Admit
Male,TRUE,3.05,Humanities,International,580,3,Consulting,35,Excellent,1,"$144,489.00 ",married,Deny
Male,FALSE,3.06,Humanities,Asian,600,5,PE/VC,31,Excellent,3,"$849,886.00 ",married,Deny
Male,FALSE,3.41,Humanities,Black,620,4,Consulting,34,Excellent,4,"$148,920.00 ",married,Deny
Male,TRUE,3.46,Humanities,International,650,7,Health Care,35,Good,3,"$112,751.00 ",married,Deny
Male,FALSE,3.16,STEM,Black,620,5,Consulting,36,Good,3,"$212,687.00 ",married,Deny
Male,FALSE,3.06,Business,Other,630,5,Other,35,Regular,5,"$88,622.00 ",Unmarried,Deny
Female,FALSE,3.42,Humanities,White,700,6,Consulting,28,Good,3,"$209,012.00 ",married,Admit
Female,FALSE,3.27,Business,White,660,4,Consulting,30,Good,5,"$131,324.00 ",Unmarried,Admit
Male,TRUE,3.08,STEM,International,580,6,PE/VC,35,Good,4,"$813,460.00 ",married,Deny
Male,FALSE,3.27,Humanities,Black,690,6,Other,31,Regular,3,"$60,689.00 ",Unmarried,Deny
Male,FALSE,3.22,Business,Asian,580,5,Investment Banking,34,Good,4,"$158,106.00 ",married,Deny
Female,FALSE,3.16,Humanities,White,620,5,Technology,29,Good,5,"$148,118.00 ",Unmarried,Admit
Male,TRUE,3.39,STEM,International,710,6,Investment Banking,27,Regular,3,"$191,192.00 ",married,Deny
Male,FALSE,3.22,STEM,White,570,6,Other,29,Excellent,3,"$50,401.00 ",married,Deny
Female,FALSE,3.12,Business,Hispanic,570,4,PE/VC,31,Excellent,5,"$299,555.00 ",Unmarried,Deny
Female,TRUE,3.21,STEM,International,600,4,Consulting,36,Good,4,"$171,103.00 ",married,Admit
Female,FALSE,3.01,Humanities,Black,660,8,Technology,30,Good,3,"$120,523.00 ",Unmarried,Deny
Female,FALSE,3.47,Business,Black,640,6,PE/VC,32,Excellent,3,"$586,596.00 ",married,Deny
Female,TRUE,3.18,Business,International,690,3,Financial Services,28,Good,4,"$132,526.00 ",Unmarried,Admit
Male,TRUE,3.38,Humanities,International,680,7,CPG,29,Good,1,"$64,096.00 ",married,Deny
Female,FALSE,3.11,STEM,Other,610,6,PE/VC,34,Good,5,"$387,726.00 ",married,Admit
Male,TRUE,3.08,Humanities,International,620,6,Technology,34,Excellent,2,"$122,090.00 ",married,Deny
Female,FALSE,3.26,STEM,White,650,6,Consulting,35,Excellent,5,"$156,573.00 ",married,Admit
Male,FALSE,3.21,Business,Asian,630,4,Consulting,32,Good,3,"$113,584.00 ",married,Deny
Female,FALSE,3.1,Business,Asian,610,5,Nonprofit/Gov,28,Good,2,"$73,670.00 ",married,Admit
Male,TRUE,3.17,Business,International,580,6,Consulting,29,Good,4,"$142,656.00 ",married,Deny
Male,FALSE,3.43,Humanities,Hispanic,660,4,CPG,37,Excellent,3,"$75,132.00 ",married,Admit
Female,FALSE,3.31,STEM,White,620,5,Investment Banking,30,Excellent,2,"$170,529.00 ",Unmarried,Admit
Female,FALSE,3.03,Humanities,Asian,590,5,Consulting,26,Excellent,3,"$219,264.00 ",married,Admit
Female,TRUE,3.08,STEM,International,630,5,Health Care,34,Good,3,"$99,069.00 ",married,Admit
Female,FALSE,3.18,Humanities,Hispanic,620,6,Investment Management,27,Excellent,5,"$190,960.00 ",Unmarried,Deny
Male,FALSE,3.47,Business,White,690,6,Other,27,Good,4,"$61,959.00 ",Unmarried,Deny
Male,FALSE,3.42,Business,Asian,720,3,Consulting,37,Good,4,"$119,901.00 ",married,Deny
Female,FALSE,3.34,Business,White,680,4,Financial Services,25,Good,4,"$119,659.00 ",Unmarried,Admit
Male,TRUE,3.37,Business,International,680,5,Health Care,32,Excellent,5,"$99,645.00 ",Unmarried,Deny
Female,FALSE,3.49,Humanities,White,690,5,Financial Services,30,Good,5,"$130,844.00 ",married,Admit
Male,TRUE,3.32,STEM,International,580,5,Real Estate,36,Excellent,5,"$136,930.00 ",Unmarried,Deny
Male,FALSE,3.3,Humanities,Other,620,5,CPG,31,Good,2,"$64,658.00 ",Unmarried,Deny
Male,FALSE,3.38,Humanities,White,680,4,Financial Services,29,Good,5,"$98,323.00 ",married,Deny
Male,FALSE,3.18,STEM,White,590,4,PE/VC,27,Good,3,"$865,799.00 ",married,Deny
Female,FALSE,3.28,STEM,Hispanic,630,5,Other,28,Excellent,4,"$69,684.00 ",married,Deny
Male,FALSE,3.24,Humanities,White,600,3,PE/VC,33,Excellent,5,"$818,828.00 ",married,Deny
Male,FALSE,3.15,Humanities,Black,610,6,Consulting,32,Excellent,3,"$87,251.00 ",married,Deny
Male,FALSE,3.16,STEM,Black,600,6,PE/VC,29,Good,4,"$145,173.00 ",married,Deny
Male,TRUE,3.22,Humanities,International,640,5,Other,27,Excellent,4,"$62,623.00 ",Unmarried,Deny
Female,FALSE,3.35,Business,White,620,6,Consulting,35,Excellent,4,"$90,624.00 ",Unmarried,Admit
Female,FALSE,3.36,Business,White,620,4,PE/VC,29,Excellent,5,"$861,469.00 ",Unmarried,Admit
Female,FALSE,3.06,Business,White,580,5,Investment Banking,27,Excellent,3,"$153,442.00 ",married,Admit
Male,FALSE,3.17,STEM,Black,660,5,Investment Banking,33,Good,3,"$197,964.00 ",Unmarried,Deny
Female,FALSE,3.06,Business,White,610,6,Nonprofit/Gov,34,Excellent,4,"$57,224.00 ",married,Admit
Male,TRUE,3.39,Humanities,International,670,7,Investment Banking,32,Excellent,2,"$188,946.00 ",married,Deny
Male,FALSE,3.44,Business,Asian,600,5,Health Care,35,Excellent,5,"$102,752.00 ",married,Deny
Male,FALSE,3.14,Humanities,Asian,640,5,Consulting,29,Excellent,3,"$122,450.00 ",married,Deny
Female,FALSE,3.29,Business,White,600,5,Consulting,35,Good,5,"$206,317.00 ",married,Admit
Female,FALSE,3.18,Humanities,Asian,630,4,PE/VC,33,Good,1,"$551,792.00 ",Unmarried,Admit
Male,FALSE,3.52,Business,Asian,730,6,PE/VC,28,Good,5,"$463,671.00 ",married,Deny
Male,TRUE,3.31,Humanities,International,630,5,Financial Services,33,Excellent,5,"$117,000.00 ",married,Deny
Female,FALSE,3.13,Humanities,Asian,670,4,Technology,30,Excellent,3,"$148,253.00 ",married,Deny
Male,FALSE,3.26,STEM,White,650,5,Consulting,31,Good,5,"$111,690.00 ",married,Deny
Female,FALSE,3.07,STEM,Asian,630,5,Technology,30,Excellent,2,"$125,945.00 ",married,Deny
Male,FALSE,3.07,Business,White,570,4,Consulting,35,Excellent,3,"$96,285.00 ",married,Deny
Male,TRUE,3.11,Business,International,620,5,Health Care,33,Excellent,4,"$106,090.00 ",married,Deny
Male,FALSE,3.21,Humanities,Black,700,5,Nonprofit/Gov,26,Excellent,2,"$71,257.00 ",married,Deny
Male,FALSE,3.29,Humanities,Asian,640,6,Investment Banking,30,Regular,2,"$166,735.00 ",Unmarried,Deny
Male,FALSE,3.39,Business,Asian,710,3,PE/VC,26,Good,3,"$169,914.00 ",Unmarried,Deny
Male,FALSE,3.22,Business,White,650,4,Investment Banking,27,Good,3,"$186,024.00 ",married,Deny
Male,FALSE,3.23,STEM,Black,680,5,Consulting,28,Good,4,"$153,638.00 ",Unmarried,Deny
Female,TRUE,3,Humanities,International,630,5,Consulting,26,Good,2,"$112,157.00 ",married,Admit
Male,TRUE,3.12,Humanities,International,630,4,PE/VC,36,Regular,4,"$813,076.00 ",Unmarried,Deny
Female,FALSE,3.23,Humanities,Black,630,5,PE/VC,33,Good,3,"$219,930.00 ",Unmarried,Deny
Male,TRUE,3.34,Humanities,International,760,4,Consulting,30,Good,4,"$158,690.00 ",married,Deny
Male,FALSE,3.18,Business,Asian,640,5,Health Care,31,Good,4,"$100,608.00 ",Unmarried,Deny
Male,FALSE,3.33,STEM,White,640,4,Consulting,32,Good,4,"$177,021.00 ",married,Deny
Male,FALSE,3.56,STEM,White,710,6,Technology,34,Good,2,"$147,225.00 ",married,Deny
Male,FALSE,3.13,Humanities,White,580,4,Consulting,25,Excellent,4,"$173,383.00 ",married,Deny
Male,TRUE,3.54,Business,International,690,4,PE/VC,34,Good,5,"$167,629.00 ",married,Admit
Female,FALSE,3.19,STEM,Asian,690,5,Health Care,26,Excellent,3,"$82,383.00 ",Unmarried,Deny
Male,FALSE,3.28,STEM,Asian,680,5,Other,32,Good,4,"$44,349.00 ",Unmarried,Deny
Female,FALSE,3.43,Humanities,White,770,5,Consulting,37,Good,3,"$145,398.00 ",married,Admit
Female,FALSE,3.12,Humanities,Asian,600,3,Technology,29,Good,5,"$146,409.00 ",married,Deny
Male,FALSE,3.37,Humanities,White,640,4,Consulting,36,Excellent,3,"$201,027.00 ",married,Deny
Male,FALSE,3.17,Business,White,630,5,Technology,36,Excellent,5,"$120,997.00 ",Unmarried,Deny
Female,FALSE,3.46,STEM,White,680,7,PE/VC,33,Excellent,5,"$314,553.00 ",married,Admit
Male,TRUE,3.25,Business,International,670,5,Consulting,29,Good,5,"$163,015.00 ",married,Deny
Female,FALSE,3.25,STEM,White,620,4,Technology,27,Good,4,"$123,804.00 ",married,Admit
Female,FALSE,3.44,Humanities,Hispanic,740,5,Technology,33,Good,4,"$132,536.00 ",married,Deny
Female,FALSE,3.18,Humanities,White,570,5,Investment Management,37,Good,5,"$196,387.00 ",Unmarried,Admit
Male,TRUE,3.22,STEM,International,630,5,Investment Banking,29,Excellent,5,"$187,940.00 ",married,Deny
Female,FALSE,3.03,Business,Black,590,4,Consulting,25,Good,2,"$102,656.00 ",married,Deny
Male,FALSE,3.3,Business,Black,680,4,Investment Banking,32,Excellent,3,"$161,202.00 ",married,Deny
Male,FALSE,3.33,Business,White,660,5,Investment Banking,36,Regular,3,"$160,722.00 ",married,Deny
Male,FALSE,3.47,Business,Asian,660,6,Real Estate,27,Good,4,"$74,854.00 ",Unmarried,Deny
Male,FALSE,3.3,Humanities,Black,610,5,Consulting,35,Good,3,"$95,973.00 ",Unmarried,Deny
Male,TRUE,3.33,Business,International,680,5,Consulting,26,Good,4,"$109,359.00 ",married,Deny
Male,TRUE,3.11,Business,International,570,4,Technology,27,Good,3,"$132,897.00 ",married,Deny
Male,FALSE,3.21,Humanities,Asian,650,5,Nonprofit/Gov,27,Good,3,"$59,544.00 ",Unmarried,Deny
Male,FALSE,3.21,STEM,Black,650,6,Nonprofit/Gov,27,Good,4,"$85,053.00 ",married,Deny
Male,FALSE,3.27,Humanities,Black,650,6,Technology,29,Good,3,"$135,847.00 ",married,Deny
Male,FALSE,3.19,Business,White,650,5,Technology,27,Good,3,"$120,666.00 ",married,Deny
Male,FALSE,3.43,Humanities,Asian,640,4,Real Estate,26,Good,4,"$175,767.00 ",married,Deny
Female,FALSE,3.17,Business,Other,660,6,Technology,27,Excellent,4,"$134,456.00 ",Unmarried,Admit
Male,FALSE,3.4,Business,Asian,680,5,Consulting,26,Good,4,"$141,688.00 ",Unmarried,Admit
Female,FALSE,3.35,Humanities,Asian,660,3,PE/VC,36,Excellent,4,"$223,393.00 ",married,Deny
Male,FALSE,3.08,Humanities,White,690,5,PE/VC,29,Good,4,"$757,752.00 ",married,Deny
Male,TRUE,3.46,Business,International,640,5,Real Estate,34,Excellent,5,"$70,635.00 ",married,Deny
Male,FALSE,3.28,Business,Asian,600,6,Investment Banking,27,Excellent,3,"$153,628.00 ",Unmarried,Deny
Female,FALSE,3.06,STEM,White,590,6,Consulting,36,Good,5,"$171,653.00 ",Unmarried,Admit
Female,FALSE,3.37,Humanities,Asian,640,4,Health Care,34,Good,4,"$106,029.00 ",married,Deny
Male,FALSE,3.35,Business,White,760,5,Health Care,37,Good,2,"$74,496.00 ",married,Deny
Female,FALSE,3.19,Humanities,Asian,660,4,Health Care,29,Excellent,4,"$93,968.00 ",married,Deny
Female,FALSE,3.36,Humanities,Asian,670,4,Other,29,Excellent,5,"$46,836.00 ",Unmarried,Admit
Female,FALSE,3.22,Humanities,White,670,6,Technology,30,Excellent,4,"$138,120.00 ",married,Admit
Male,FALSE,3.37,Humanities,Hispanic,720,6,Nonprofit/Gov,36,Excellent,2,"$80,905.00 ",Unmarried,Admit
Female,FALSE,3.17,Humanities,Black,630,6,Nonprofit/Gov,33,Good,1,"$82,641.00 ",Unmarried,Deny
Male,FALSE,3.48,Business,Black,690,5,Investment Banking,37,Excellent,3,"$199,352.00 ",married,Admit
Female,FALSE,3.34,STEM,Other,680,5,Technology,27,Good,3,"$149,137.00 ",married,Admit
Female,FALSE,3.18,STEM,Hispanic,680,7,Consulting,28,Excellent,2,"$148,205.00 ",Unmarried,Deny
Female,FALSE,3.1,Business,Asian,640,6,Consulting,30,Excellent,4,"$190,550.00 ",Unmarried,Deny
Male,TRUE,3.13,Humanities,International,640,4,Financial Services,36,Excellent,3,"$102,468.00 ",married,Deny
Male,FALSE,3.44,Business,White,740,4,Technology,33,Excellent,5,"$146,453.00 ",married,Deny
Male,FALSE,3.24,STEM,Hispanic,620,5,PE/VC,33,Regular,3,"$544,340.00 ",married,Deny
Female,FALSE,3.26,Humanities,Hispanic,670,5,Investment Banking,37,Excellent,4,"$151,752.00 ",married,Deny
Male,TRUE,3.3,STEM,International,600,2,PE/VC,32,Excellent,2,"$297,797.00 ",married,Deny
Female,TRUE,3.21,STEM,International,590,6,PE/VC,35,Good,5,"$138,364.00 ",Unmarried,Admit
Female,TRUE,3.28,Business,International,600,6,Consulting,27,Excellent,3,"$180,798.00 ",married,Admit
